cmor_label,title,miptable,cf_std_name,description,cell_methods,dimension,units,positive,realm,priority,requesting_mips,UKESM_component,Owner,Variable_mapping,PP_constraint,Stream,Plan,Ticket,Comment (this goes into file metadata?),Notes (this doesn't)
ua200,Eastward Wind,emDay,eastward_wind,unset,,longitude latitude   ,m s-1,None,atmos,0,PMIP,atmos-physics,,,,,,,,
ua850,Eastward Wind at 850 hPa,emDay,eastward_wind,Zonal wind on the 850 hPa surface,,longitude latitude   ,m s-1,None,atmos,0,PMIP,atmos-physics,,,,,,,,
reffcclwtop,Cloud-Top Effective Droplet Radius In Convective Cloud,emDay,effective_radius_of_convective_cloud_liquid_water_particle_at_liquid_water_cloud_top,"Droplets are liquid only.  This is the effective radius as seen from space over convective liquid cloudy portion of grid cell.  This is the value from uppermost model layer with liquid cloud or, if available, or for some models it is the sum over all liquid cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Reported values are weighted by total liquid cloud top fraction of  (as seen from TOA) each time sample when computing monthly mean.daily data, separated to large-scale clouds, convective clouds. If any of the cloud is from more than one process (i.e. shallow convection), please provide them separately. ",time: mean,longitude latitude time  ,m,,atmos,1,CFMIP,cloud,,,,,,,,
reffsclwtop,Cloud-Top Effective Droplet Radius In Stratiform Cloud,emDay,effective_radius_of_stratiform_cloud_liquid_water_particle_at_liquid_water_cloud_top,"Droplets are liquid only.  This is the effective radius as seen from space over liquid stratiform cloudy portion of grid cell.  This is the value from uppermost model layer with liquid cloud or, if available, or for some models it is the sum over all liquid cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Reported values are weighted by total liquid cloud top fraction of  (as seen from TOA) each time sample when computing monthly mean.daily data, separated to large-scale clouds, convective clouds. If any of the cloud is from more than one process (i.e. shallow convection), please provide them separately. ",time: mean,longitude latitude time  ,m,,atmos,1,CFMIP,cloud,,,,,,,,
mrsfl,Frozen water content of soil layer,emDay,frozen_moisture_content_of_soil_layer,as specified by C4MIP,time: mean area: mean where land,longitude latitude slevel time  ,kg m-2,,land,1,C4MIP,land,,,,,,,,
zg,Geopotential Height,emDay,geopotential_height,unset,time: mean,latitude plev23 time  ,m,None,atmos,2,,atmos-physics,,,,,,,,
zg500,Geopotential Height at 500 hPa,emDay,geopotential_height,geopotential height on the 500 hPa surface,,longitude latitude   ,m,None,atmos,0,PMIP,atmos-physics,,,,,,,,
wap,omega (=dp/dt),emDay,lagrangian_tendency_of_air_pressure,"commonly referred to as omega, this represents the vertical component of velocity in pressure coordinates (positive down)",time: mean,longitude latitude plev17 time  ,Pa s-1,None,atmos,1,"DAMIP, DynVar, VolMIP",atmos-physics,,,,,,,,
lai,Leaf Area Index,emDay,leaf_area_index,a ratio obtained by dividing the total upper leaf surface area of vegetation by the (horizontal) surface area of the land on which it grows.,time: mean area: mean where land,longitude latitude time  ,1,None,land,1,C4MIP,land,,,,,,,,
mrsll,Liquid water content of soil layer,emDay,liquid_moisture_content_of_soil_layer,as specified by C4MIP,time: mean area: mean where land,longitude latitude slevel time  ,kg m-2,,land,1,C4MIP,land,,,,,,,,
pflw,Liquid Water Content of Permafrost Layer,emDay,liquid_water_content_of_permafrost_layer,"where land over land, i.e., this is the total mass of liquid water contained within the permafrost layer within the land portion of a grid cell divided by the area of the land portion of the cell.",time: mean,longitude latitude time  ,kg m-2,None,landIce land,3,LS3MIP,snow-permafrost,,,,,,,,
lwsnl,Liquid Water Content of Snow Layer,emDay,liquid_water_content_of_snow_layer,where land over land: this is computed as the total mass of liquid water contained interstitially within the snow layer of the land portion of a grid cell divided by the area of the land portion of the cell.,time: mean,longitude latitude alevel time  ,kg m-2,None,landIce land,2,LS3MIP,snow-permafrost,,,,,,,,
ec,Interception evaporation,emDay,liquid_water_evaporation_flux_from_canopy,,time: mean,longitude latitude time  ,kg/m2/s,,__unset__,1,LS3MIP,land,,,,,,,,
eow,Open water evaporation,emDay,liquid_water_evaporation_flux_from_open_water,,time: mean,longitude latitude time  ,kg/m2/s,,__unset__,2,LS3MIP,land,,,,,,,,
es,Bare soil evaporation,emDay,liquid_water_evaporation_flux_from_soil,,time: mean,longitude latitude time  ,kg/m2/s,,__unset__,1,LS3MIP,land,,,,,,,,
esn,Snow Evaporation,emDay,liquid_water_evaporation_flux_from_surface_snow,,time: mean,longitude latitude time  ,kg/m2/s,,__unset__,2,LS3MIP,snow-permafrost,,,,,,,,
mrfsofr,Average layer fraction of frozen moisture,emDay,mass_fraction_of_frozen_water_in_soil_layer,Fraction of soil moisture mass in the solid phase in each user-defined soil layer (3D variable),time: mean,longitude latitude alevel time  ,-,,__unset__,1,LS3MIP,land,,,,,,,,
lqsn,Snow liquid fraction,emDay,mass_fraction_of_liquid_water_in_snow,Fraction of Snow Equivalent Water which is in the liquid phase. 3D variable for multi-layer snow schemes.,time: mean,longitude latitude alevel time  ,-,,__unset__,1,LS3MIP,snow-permafrost,,,,,,,,
prrsn,Fraction of rainfall on snow.,emDay,mass_fraction_of_rainfall_onto_snow,The fraction of the grid averaged rainfall which falls on the snow pack,time: mean,longitude latitude time  ,-,,__unset__,2,LS3MIP,precip,,,,,,,,
prsnsn,Fraction of snowfall on snow.,emDay,mass_fraction_of_snowfall_onto_snow,The fraction of the snowfall which falls on the snow pack,time: mean,longitude latitude time  ,-,,__unset__,2,LS3MIP,precip,,,,,,,,
mrlqso,Average layer fraction of liquid moisture,emDay,mass_fraction_of_unfrozen_water_in_soil_layer,Fraction of soil moisture mass in the liquid phase in each user-defined soil layer (3D variable),time: mean,longitude latitude alevel time  ,-,,__unset__,1,LS3MIP,land,,,,,,,,
psistar,residual mean mass streamfunction,emDay,meridional_streamfunction_transformed_eulerian_mean,"Residual mass streamfunction, computed from vstar and integrated from the top of the atmosphere (on the native model grid). Reference: Andrews et al (1987): Middle Atmospheric Dynamics. Accademic Press.",time: mean,latitude plev23 time  ,kg s^-1,,atmos,2,"DAMIP, DynVar, VolMIP",atmos-physics,,,,,,,,
mrlsl,Water Content of Soil Layer,emDay,moisture_content_of_soil_layer,"in each soil layer, the mass of water in all phases, including ice.  Reported as missing for grid cells occupied entirely by sea",time: mean,longitude latitude alevel time  ,kg m-2,None,land,1,LS3MIP,land,,,,,,,,
mrsos,Moisture in Upper Portion of Soil Column,emDay,moisture_content_of_soil_layer,the mass of water in all phases in a thin surface soil layer.,time: mean,longitude latitude time  ,kg m-2,None,land,1,LS3MIP,land,,,,,,,,
fy,Northward EPF,emDay,northward_eliassen_palm_flux_in_air,"Transformed Eulerian Mean Diagnostics Meridional component Fy of EP-flux (Fy, Fz) derived from 6hr or higher frequency fields (use daily fields or 12 hr fields if the 6 hr are not available).  Please use the definitions given by equation 3.5.3a of Andrews, Holton and Leovy text book.",time: mean,latitude plev23 time  ,kg s-2,None,atmos,0,"DAMIP, DynVar, VolMIP",atmos-physics,,,,,,,,
vstar,Northward TEM air velocity,emDay,northward_transformed_eulerian_mean_air_velocity,"Transformed Eulerian Mean Diagnostics v*, meridional component of the residual meridional circulation (v*, w*) derived from 6 hr or higher frequency data fields (use instantaneous daily fields or 12 hr fields if the 6 hr data are not available).",time: mean,latitude plev23 time  ,m s-1,None,atmos,0,"DAMIP, DynVar, VolMIP",atmos-physics,,,,,,,,
va,Northward Wind,emDay,northward_wind,unset,time: point,longitude latitude plev14 time1  ,m s-1,None,atmos,1,HighResMIP,atmos-physics,,,,,,,,
va200,Northward Wind,emDay,northward_wind,unset,,longitude latitude   ,m s-1,None,atmos,0,PMIP,atmos-physics,,,,,,,,
va850,Northward Wind,emDay,northward_wind,unset,,longitude latitude   ,m s-1,None,atmos,0,PMIP,atmos-physics,,,,,,,,
ccldncl,Cloud Droplet Number Concentration of Convective Cloud Tops,emDay,number_concentration_of_convective_cloud_liquid_water_particles_in_air_at_liquid_water_cloud_top,"Droplets are liquid only.  Report concentration as seen from space over convective liquid cloudy portion of grid cell.  This is the value from uppermost model layer with liquid cloud or, if available, it is better to sum over all liquid cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Weight by total liquid cloud top fraction of  (as seen from TOA) each time sample when computing monthly mean.",time: mean,longitude latitude time  ,m-3,,atmos,1,CFMIP,cloud,,,,,,,,
scldncl,Cloud Droplet Number Concentration of Stratiform Cloud Tops,emDay,number_concentration_of_stratiform_cloud_liquid_water_particles_in_air_at_liquid_water_cloud_top,"Droplets are liquid only.  Report concentration as seen from space over stratiform liquid cloudy portion of grid cell.  This is the value from uppermost model layer with liquid cloud or, if available, it is better to sum over all liquid cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Weight by total liquid cloud top fraction of  (as seen from TOA) each time sample when computing monthly mean.",time: mean,longitude latitude time  ,m-3,,atmos,1,CFMIP,cloud,,,,,,,,
tpf,Permafrost Layer Thickness,emDay,permafrost_layer_thickness,where land over land: This is the mean thickness of the permafrost layer in the land portion of the grid cell.  Reported as 0.0 in permafrost-free regions.,time: mean,longitude latitude time  ,m,None,landIce land,3,LS3MIP,snow-permafrost,,,,,,,,
albs,Planetary Albedo,emDay,planetary_albedo,,time: mean,longitude latitude time  ,1,,__unset__,1,LS3MIP,radiation,,,,,,,,
pr,Precipitation (liquid and solid),emDay,precipitation_flux,at surface; includes both liquid and solid phases from all types of clouds (both large-scale and convective),time: mean,longitude latitude time  ,kg m-2 s-1,None,atmos,1,LS3MIP,precip,,,,,,,,
prhmax,Daily Maximum Hourly Precipitation Rate,emDay,precipitation_flux,,,longitude latitude   ,kg m-2 s-1,None,atmos,0,PMIP,precip,,,,,,,,
prmax,Precipitation maximum,emDay,precipitation_flux,Maximum instantaneous precipiation,time: point,longitude latitude time1  ,,,atmos,1,DCPP,precip,,,,,,,,
prveg,Precipitation onto Canopy,emDay,precipitation_flux_onto_canopy,the precipitation flux that is intercepted by the vegetation canopy (if present in model) before reaching the ground.,time: mean,longitude latitude time  ,kg m-2 s-1,None,land,2,LS3MIP,land,,,,,,,,
prra,Rainfall rate over land ice,emDay,rainfall_flux,mass of liquid precipitation falling onto land ice divided by grid cell area,time: mean,longitude latitude time  ,kg m-2 s-1,,__unset__,2,LS3MIP,precip,,,,,,,,
hur,Relative Humidity,emDay,relative_humidity,"This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.",time: mean,longitude latitude time  ,%,None,atmos,1,LS3MIP,atmos-physics,,,,,,,,
hurmax,Daily Maximum Near-Surface Relative Humidity,emDay,relative_humidity_maximum,,time: mean,longitude latitude time  ,%,,__unset__,1,LS3MIP,boundary layer,,,,,,,,
hurmin,Daily Minimum Near-Surface Relative Humidity,emDay,relative_humidity_minimum,,time: mean,longitude latitude time  ,%,,__unset__,1,LS3MIP,boundary layer,,,,,,,,
mrsow,Total Soil Wetness,emDay,relative_soil_moisture_content_above_field_capacity,Vertically integrated soil moisture divided by maximum allowable soil moisture above wilting point.,time: mean,longitude latitude time  ,-,,__unset__,1,LS3MIP,land,,,,,,,,
mrro,Total Runoff,emDay,runoff_flux,the total runoff (including drainage through the base of the soil model) leaving the land portion of the grid cell.,time: mean,longitude latitude time  ,kg m-2 s-1,None,land,1,LS3MIP,land,,,,,,,,
sic,Sea Ice Area Fraction,emDay,sea_ice_area_fraction,fraction of grid cell covered by sea ice. Report on ocean''s grid.',time: mean,longitude latitude time  ,%,None,seaIce ocean,0,LS3MIP,seaice,,,,,,,,
sit,Sea Ice Thickness,emDay,sea_ice_thickness,"the mean thickness of sea ice in the ocean portion of the grid cell (averaging over the entire ocean portion, including the ice-free fraction).  Reported as 0.0 in regions free of sea ice.",time: mean,longitude latitude time  ,m,,__unset__,1,LS3MIP,seaice,,,,,,,,
albsn,Snow Albedo,emDay,snow_and_ice_albedo,"Albedo of the snow-covered surface, averaged over the grid cell.",time: mean,longitude latitude time  ,,,__unset__,1,LS3MIP,radiation,,,,,,,,
tsnl,Temperature profile in the snow,emDay,snow_temperature,Temperature in the snow pack present in the grid-cell. 3D variable for multi-layer snow schemes.,time: mean,longitude latitude alevel time  ,K,,__unset__,1,LS3MIP,snow-permafrost,,,,,,,,
prsn,Snowfall Flux,emDay,snowfall_flux,at surface; includes precipitation of all forms of water in the solid phase,time: mean,longitude latitude time  ,kg m-2 s-1,None,atmos,1,LS3MIP,precip,,,,,,,,
tsl,Temperature of Soil,emDay,soil_temperature,Temperature of each soil layer.  Reported as missing for grid cells occupied entirely by sea.,time: mean,longitude latitude alevel time  ,K,None,land,2,LS3MIP,land,,,,,,,,
sootsn,Snow Soot Content,emDay,soot_content_of_surface_snow,"the entire land portion of the grid cell is considered, with snow soot content set to 0.0 in regions free of snow.",time: mean,longitude latitude time  ,kg m-2,None,landIce land,2,LS3MIP,snow-permafrost,,,,,,,,
hus,Specific Humidity,emDay,specific_humidity,unset,time: mean,longitude latitude plev17 time  ,1,None,atmos,1,"DAMIP, DynVar, VolMIP",atmos-physics,,,,,,,,
hus850,Specific Humidity,emDay,specific_humidity,unset,,longitude latitude   ,1,None,atmos,0,PMIP,atmos-physics,,,,,,,,
slbnosn,Sublimation of the snow free area,emDay,sublimation_amount_assuming_no_snow,,time: mean,longitude latitude time  ,kg/m2/s,,__unset__,2,LS3MIP,snow-permafrost,,,,,,,,
mrrob,Subsurface runoff,emDay,subsurface_runoff_flux,,time: mean,longitude latitude time  ,kg/m2/s,,__unset__,1,LS3MIP,land,,,,,,,,
cnc,Canopy covered fraction,emDay,surface_canopy_area_fraction,,time: mean,longitude latitude time  ,,,__unset__,2,LS3MIP,land,,,,,,,,
tcs,Vegetation Canopy Temperature,emDay,surface_canopy_skin_temperature,"Vegetation temperature, averaged over all vegetation types",time: mean,longitude latitude time  ,K,,__unset__,2,LS3MIP,land,,,,,,,,
tauu,Surface Downward Eastward Wind Stress,emDay,surface_downward_eastward_stress,unset,time: mean,longitude latitude time  ,Pa,down,atmos,1,"DAMIP, DynVar, VolMIP",boundary layer,,,,,,,,
tauu-pbl,eastward surface stress from planetary boundary layer scheme,emDay,surface_downward_eastward_stress_due_to_planetary_boundary_layer,The  downward eastward stress associated with the models parameterization of the plantary boundary layer. (This request is related to a WGNE effort to understand how models parameterize the surface stresses.),time: mean,longitude latitude time  ,Pa,,atmos,2,"DAMIP, DynVar, VolMIP",boundary layer,,,,,,,,
hfds,Downward Heat Flux at Sea Water Surface,emDay,surface_downward_heat_flux_in_sea_water,This is the net flux of heat entering the liquid water column through its upper surface (excluding any flux adjustment) .,time: mean,longitude latitude time  ,W m-2,down,ocean,1,LS3MIP,obgc,,,,,,,,
hfdsn,Downward Heat Flux into Snow Where Land over Land,emDay,surface_downward_heat_flux_in_snow,the net downward heat flux from the atmosphere into the snow that lies on land divided by the land area in the grid cell; reported as 0.0 for snow-free land regions or where the land fraction is 0.,time: mean,longitude latitude time  ,W m-2,down,landIce land,1,LS3MIP,snow-permafrost,,,,,,,,
tauv,Surface Downward Northward Wind Stress,emDay,surface_downward_northward_stress,unset,time: mean,longitude latitude time  ,Pa,down,atmos,1,"DAMIP, DynVar, VolMIP",boundary layer,,,,,,,,
tauv-pbl,northward surface stress from planetary boundary layer scheme,emDay,surface_downward_northward_stress_due_to_planetary_boundary_layer,The  downward northward stress associated with the models parameterization of the plantary boundary layer. (This request is related to a WGNE effort to understand how models parameterize the surface stresses.),time: mean,longitude latitude time  ,Pa,,atmos,2,"DAMIP, DynVar, VolMIP",boundary layer,,,,,,,,
tau,Momentum flux,emDay,surface_downward_stress,module of the momentum lost by the atmosphere to the surface.,time: mean,longitude latitude time  ,N/m2,,__unset__,2,LS3MIP,boundary layer,,,,,,,,
rlds,Surface Downwelling Longwave Radiation,emDay,surface_downwelling_longwave_flux_in_air,This is the 3-hour mean flux.,time: mean,longitude latitude time  ,W m-2,down,atmos,1,LS3MIP,radiation,,,,,,,,
rsds,Surface Downwelling Shortwave Radiation,emDay,surface_downwelling_shortwave_flux_in_air,This is the 3-hour mean flux.,time: mean,longitude latitude time  ,W m-2,down,atmos,1,LS3MIP,radiation,,,,,,,,
et,Total Evapotranspiration,emDay,surface_evapotranspiration,,time: mean,longitude latitude time  ,kg/m2/s,,__unset__,1,LS3MIP,land,,,,,,,,
